antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"Extended Mousepad, Mechanical RGB Keyboard, Wireless Gaming Mouse, Premium Standing Desk, Dual Monitor Arm",Ergonomic Mesh Chair,0.04063393708293613,0.1578884652049571,0.03705910390848427,0.9120234604105572,5.776378022464449,1.0,0.030643473947224692,9.572001112170318,0.861903675962843,0.229520295202952,0.8955286372952307,0.5733702207713163
"Dual Monitor Arm, Wireless Gaming Mouse, Mechanical RGB Keyboard, Ergonomic Mesh Chair",Premium Standing Desk,0.04468541468064824,0.21091515729265967,0.04075309818875119,0.9119999999999999,4.324013559322034,1.0,0.03132826692269454,8.966873212583405,0.8046913466777833,0.18968386023294512,0.8884784053156145,0.5526101694915254
"Dual Monitor Arm, Extended Mousepad, Ergonomic Mesh Chair, Wireless Gaming Mouse",Premium Standing Desk,0.04420877025738799,0.21091515729265967,0.040276453765490945,0.9110512129380054,4.3195151293648255,1.0,0.030952154032938904,8.871226564982523,0.804038068708693,0.18746533555185804,0.887276016154597,0.5510058324577033
"Dual Monitor Arm, Extended Mousepad, Mechanical RGB Keyboard",Premium Standing Desk,0.050762631077216396,0.21091515729265967,0.046234509056244044,0.9107981220657277,4.318315164054004,1.0,0.035527900738003694,8.846056394561241,0.80952165259052,0.21460176991150448,0.8869552764082735,0.5650035808068752
"Wireless Gaming Mouse, Premium Standing Desk, Mechanical RGB Keyboard, Ergonomic Mesh Chair",Extended Mousepad,0.043493803622497614,0.1948284080076263,0.03956148713060057,0.9095890410958904,4.668667420719702,1.0,0.031087658612633032,8.905685790218682,0.8215379269663681,0.19904076738609114,0.8877121848270997,0.5563235725357129
"Extended Mousepad, Premium Standing Desk, Ergonomic Mesh Chair, Wireless Gaming Mouse",Mechanical RGB Keyboard,0.043493803622497614,0.2851525262154433,0.03956148713060057,0.9095890410958904,3.1898333610015515,1.0,0.02715911915292698,7.9066463009504035,0.7177203894686758,0.1368507831821929,0.8735241261671466,0.5241635134438918
"Mechanical RGB Keyboard, Ergonomic Mesh Chair, Wireless Gaming Mouse, Premium Standing Desk, Dual Monitor Arm",Extended Mousepad,0.04075309818875119,0.1948284080076263,0.03705910390848427,0.9093567251461988,4.667475007600551,1.0,0.029119242666991396,8.882860789077153,0.8191336302450519,0.18667466986794717,0.8874236550875982,0.5497853962122431
"Mechanical RGB Keyboard, Extended Mousepad, Premium Standing Desk",Dual Monitor Arm,0.05088179218303146,0.2165157292659676,0.046234509056244044,0.9086651053864169,4.196762556083,1.0,0.03521780071537558,8.578148297523894,0.802556610428356,0.20905172413793102,0.8834247246240016,0.56110195280328
"Dual Monitor Arm, Ergonomic Mesh Chair, Wireless Gaming Mouse",Mechanical RGB Keyboard,0.04921353670162059,0.2851525262154433,0.04468541468064824,0.9079903147699758,3.1842267954657903,1.0,0.030652050366184694,7.7692633335005805,0.7214574925847015,0.15425750719868367,0.8712876682029733,0.5323486885174576
"Dual Monitor Arm, Extended Mousepad, Premium Standing Desk, Mechanical RGB Keyboard",Ergonomic Mesh Chair,0.046234509056244044,0.1578884652049571,0.04194470924690181,0.9072164948453607,5.7459326979186915,1.0,0.03464481357250675,9.07609098612434,0.8660030780064513,0.25863335782512853,0.8898204081989907,0.5864384361019256
"Extended Mousepad, Premium Standing Desk, Mechanical RGB Keyboard, Wireless Gaming Mouse",Ergonomic Mesh Chair,0.04361296472831268,0.1578884652049571,0.03956148713060057,0.907103825136612,5.745219094752036,1.0,0.03267550306660935,9.065082992205463,0.8636066818982884,0.24429727740986015,0.8896866139162938,0.5788349314362305
"Dual Monitor Arm, Mechanical RGB Keyboard, Ergonomic Mesh Chair",Premium Standing Desk,0.05123927550047665,0.21091515729265967,0.046472831267874166,0.9069767441860465,4.300197083169097,1.0,0.035665691416129214,8.482662059103903,0.8088999671516628,0.21546961325966849,0.8821124791919815,0.5636578636184469
"Dual Monitor Arm, Extended Mousepad, Mechanical RGB Keyboard, Wireless Gaming Mouse",Premium Standing Desk,0.044804575786463297,0.21091515729265967,0.04063393708293613,0.9069148936170214,4.299903834595505,1.0,0.031183972933503334,8.477025738798865,0.8034341873437876,0.1889196675900277,0.88203409653187,0.5497851304243299
"Dual Monitor Arm, Wireless Gaming Mouse, Mechanical RGB Keyboard, Ergonomic Mesh Chair",Extended Mousepad,0.04468541468064824,0.1948284080076263,0.04051477597712107,0.9066666666666666,4.653667686034659,1.0,0.03180878777372976,8.62683848563257,0.8218399870862653,0.20359281437125748,0.8840826796901979,0.557308868501529
"Extended Mousepad, Premium Standing Desk, Ergonomic Mesh Chair",Mechanical RGB Keyboard,0.04969018112488084,0.2851525262154433,0.045042897998093426,0.9064748201438849,3.1789121147712,1.0,0.030873617322230717,7.64336914277334,0.7212668557496145,0.15542763157894737,0.8691676430484218,0.5322177694534719
"Dual Monitor Arm, Premium Standing Desk, Ergonomic Mesh Chair, Wireless Gaming Mouse",Extended Mousepad,0.04444709246901811,0.1948284080076263,0.040276453765490945,0.9061662198391421,4.651099031737052,1.0,0.03161689749918439,8.580828680375872,0.8215108200863187,0.20239520958083831,0.8834611390987246,0.5564470242926598
"Extended Mousepad, Premium Standing Desk, Wireless Gaming Mouse",Mechanical RGB Keyboard,0.048141086749285036,0.2851525262154433,0.04361296472831268,0.9059405940594059,3.177038639927511,1.0,0.029885412226997247,7.599957352867386,0.7198981532407902,0.15055532702591526,0.8684203142768018,0.5294433434149933
"Dual Monitor Arm, Extended Mousepad, Ergonomic Mesh Chair",Mechanical RGB Keyboard,0.05052430886558627,0.2851525262154433,0.04575786463298379,0.9056603773584905,3.176055949349123,1.0,0.031350730324672546,7.577383222116294,0.7216025560575634,0.15782983970406905,0.8680283191852729,0.5330642045588943
"Dual Monitor Arm, Extended Mousepad, Mechanical RGB Keyboard, Wireless Gaming Mouse",Ergonomic Mesh Chair,0.044804575786463297,0.1578884652049571,0.04051477597712107,0.9042553191489362,5.727177840224809,1.0,0.033440650272037194,8.795387141192672,0.8641100152635904,0.24981631153563558,0.8863040382478948,0.5804295463669209
"Extended Mousepad, Premium Standing Desk, Wireless Gaming Mouse",Ergonomic Mesh Chair,0.048141086749285036,0.1578884652049571,0.043493803622497614,0.9034653465346534,5.722174481599103,1.0,0.0358928813223543,8.723411796338384,0.8669785500168059,0.2675953079178885,0.8853659527548905,0.5894685223239304
"Dual Monitor Arm, Ergonomic Mesh Chair, Wireless Gaming Mouse",Premium Standing Desk,0.04921353670162059,0.21091515729265967,0.04444709246901811,0.9031476997578692,4.282042653315276,1.0,0.03406721163466772,8.147301000953288,0.8061395748289663,0.20607734806629838,0.8772599662289396,0.5569410815173527
"Dual Monitor Arm, Premium Standing Desk, Mechanical RGB Keyboard, Ergonomic Mesh Chair",Extended Mousepad,0.046472831267874166,0.1948284080076263,0.04194470924690181,0.9025641025641025,4.632610366188348,1.0,0.032890481515374846,8.263603180974354,0.8223562007225466,0.21040047818290494,0.8789874128633932,0.5589273112208891
"Extended Mousepad, Mechanical RGB Keyboard, Ergonomic Mesh Chair",Premium Standing Desk,0.049928503336510964,0.21091515729265967,0.045042897998093426,0.9021479713603819,4.277302698110918,1.0,0.034512219863486134,8.064062173033557,0.8064738333144204,0.2087244616234125,0.8759930195796324,0.5578536466971401
"Dual Monitor Arm, Extended Mousepad, Wireless Gaming Mouse",Mechanical RGB Keyboard,0.04969018112488084,0.2851525262154433,0.044804575786463297,0.9016786570743405,3.1620924739523044,1.0,0.030635295110600588,7.270521867516097,0.7195061028479958,0.15447822514379622,0.8624582914098792,0.5294018024193266
"Dual Monitor Arm, Extended Mousepad, Mechanical RGB Keyboard",Ergonomic Mesh Chair,0.050762631077216396,0.1578884652049571,0.04575786463298379,0.9014084507042254,5.709146957214988,1.0,0.037743030722436635,8.541416995778293,0.8689528150891287,0.2809070958302852,0.8829234071472845,0.5956098857294712
"Premium Standing Desk, Ergonomic Mesh Chair, Wireless Gaming Mouse",Extended Mousepad,0.048260247855100094,0.1948284080076263,0.043493803622497614,0.9012345679012346,4.625786234756673,1.0,0.034091336362835,8.152362368922784,0.823566034532142,0.21791044776119403,0.8773361689843363,0.5622380790576509
"Extended Mousepad, Ergonomic Mesh Chair, Wireless Gaming Mouse",Premium Standing Desk,0.048260247855100094,0.21091515729265967,0.043493803622497614,0.9012345679012346,4.272972030410825,1.0,0.03331498585515644,7.989484032411822,0.8048112429272911,0.2016574585635359,0.8748354717346966,0.5537246285833857
"Premium Standing Desk, Ergonomic Mesh Chair, Wireless Gaming Mouse",Mechanical RGB Keyboard,0.048260247855100094,0.2851525262154433,0.043493803622497614,0.9012345679012346,3.160535099802407,1.0,0.029732272030832393,7.237830672068637,0.71826135278046,0.15002055076037812,0.8618370551470512,0.5268813875862212
"Dual Monitor Arm, Premium Standing Desk, Mechanical RGB Keyboard, Wireless Gaming Mouse",Ergonomic Mesh Chair,0.04528122020972355,0.1578884652049571,0.04075309818875119,0.8999999999999999,5.700226415094338,1.0,0.03360371582723025,8.42111534795042,0.8636767071614799,0.2509170946441672,0.8812508843922455,0.5790566037735848
"Wireless Gaming Mouse, Mechanical RGB Keyboard, Ergonomic Mesh Chair",Premium Standing Desk,0.04837940896091516,0.21091515729265967,0.043493803622497614,0.8990147783251231,4.262447468759567,1.0,0.03328985297178028,7.813864539980001,0.8043047936628827,0.20154610712313636,0.8720223527188815,0.5526147337953299
"Dual Monitor Arm, Premium Standing Desk, Wireless Gaming Mouse",Ergonomic Mesh Chair,0.04945185891325071,0.1578884652049571,0.04444709246901811,0.8987951807228916,5.692595589906796,1.0,0.03663921436367287,8.320863974760542,0.8672187902148972,0.27286027798098017,0.8798201721560076,0.5901523073425778
"Dual Monitor Arm, Extended Mousepad, Ergonomic Mesh Chair",Premium Standing Desk,0.05052430886558627,0.21091515729265967,0.045400381315538606,0.8985849056603773,4.260409338023665,1.0,0.03474403876405056,7.780743565300281,0.806003541725959,0.21014892443463873,0.8714775790247488,0.5569195714742564
"Dual Monitor Arm, Ergonomic Mesh Chair, Wireless Gaming Mouse",Extended Mousepad,0.04921353670162059,0.1948284080076263,0.04420877025738799,0.8983050847457626,4.610750012958068,1.0,0.03462057524938636,7.917520654591669,0.8236502895572575,0.22122838401908168,0.8736978350135328,0.562608199865236
"Dual Monitor Arm, Premium Standing Desk, Mechanical RGB Keyboard, Wireless Gaming Mouse",Extended Mousepad,0.04528122020972355,0.1948284080076263,0.04063393708293613,0.8973684210526316,4.605942378882988,1.0,0.03181186903683294,7.845261665566719,0.8200207020847029,0.20370370370370372,0.8725345255991837,0.552965556092065
"Dual Monitor Arm, Extended Mousepad, Premium Standing Desk",Ergonomic Mesh Chair,0.05064346997140134,0.1578884652049571,0.045400381315538606,0.896470588235294,5.677872586015537,1.0,0.037404361569100715,8.134031870179383,0.8678274918158136,0.27830533235938637,0.8770597391355013,0.5920088790233073
"Extended Mousepad, Ergonomic Mesh Chair, Wireless Gaming Mouse",Mechanical RGB Keyboard,0.048260247855100094,0.2851525262154433,0.04325548141086749,0.8962962962962963,3.1432170992555446,1.0,0.02949394981920227,6.893172068636794,0.7164296941207147,0.14907597535934292,0.8549289079044038,0.5239943662843788
"Wireless Gaming Mouse, Mechanical RGB Keyboard, Ergonomic Mesh Chair",Extended Mousepad,0.04837940896091516,0.1948284080076263,0.04325548141086749,0.8940886699507389,4.589108329190582,1.0,0.033829798182662504,7.602317822067525,0.8218535329388413,0.2163289630512515,0.8684611688954567,0.558053509287296
"Premium Standing Desk, Mechanical RGB Keyboard, Ergonomic Mesh Chair",Extended Mousepad,0.05040514775977121,0.1948284080076263,0.045042897998093426,0.8936170212765958,4.586687487800118,1.0,0.03522254330466803,7.568612964728318,0.8234856497499239,0.22500000000000006,0.8678753947836604,0.5624048409135273
"Dual Monitor Arm, Mechanical RGB Keyboard, Ergonomic Mesh Chair",Extended Mousepad,0.05123927550047665,0.1948284080076263,0.04575786463298379,0.8930232558139534,4.583639854917857,1.0,0.03577499815976176,7.526604012102615,0.8240568481537303,0.2284354550862582,0.8671379551266387,0.5639428205675272
"Dual Monitor Arm, Premium Standing Desk, Wireless Gaming Mouse",Extended Mousepad,0.04945185891325071,0.1948284080076263,0.04408960915157293,0.8915662650602411,4.576161526841311,1.0,0.034454982206486545,7.425471348374119,0.8221322111882472,0.22023809523809526,0.8653284144421406,0.5589329796249217
"Dual Monitor Arm, Extended Mousepad, Wireless Gaming Mouse",Ergonomic Mesh Chair,0.04969018112488084,0.1578884652049571,0.04420877025738799,0.8896882494004795,5.634916067146282,1.0,0.036363263823824224,7.633924130642012,0.8655441110613524,0.2706053975200583,0.8690057717516377,0.5848441247002397
"Dual Monitor Arm, Mechanical RGB Keyboard, Wireless Gaming Mouse",Premium Standing Desk,0.05100095328884652,0.21091515729265967,0.04528122020972355,0.8878504672897197,4.209514757906965,1.0,0.0345243461247309,7.036006514140458,0.8034180126358085,0.20902090209020902,0.8578739235118285,0.5512698664132214
"Dual Monitor Arm, Extended Mousepad, Wireless Gaming Mouse",Premium Standing Desk,0.04969018112488084,0.21091515729265967,0.04408960915157293,0.8872901678657075,4.206858242219784,1.0,0.03360919678371794,7.0010293491268305,0.8021519952554437,0.20363236103467255,0.8571638611792536,0.5481648579441531
"Dual Monitor Arm, Extended Mousepad, Premium Standing Desk, Ergonomic Mesh Chair",Wireless Gaming Mouse,0.045400381315538606,0.28872735938989513,0.040276453765490945,0.8871391076115487,3.072584148194848,1.0,0.027168121552961152,6.302206420289541,0.7066219598939034,0.13706407137064072,0.8413254131472804,0.5133177997818371
"Premium Standing Desk, Mechanical RGB Keyboard, Wireless Gaming Mouse",Extended Mousepad,0.04921353670162059,0.1948284080076263,0.04361296472831268,0.8861985472154964,4.548610524912811,1.0,0.03402476972031105,7.075231223252136,0.8205340247658299,0.21759809750297265,0.8586618629913344,0.5550258791123354
"Dual Monitor Arm, Extended Mousepad, Mechanical RGB Keyboard, Ergonomic Mesh Chair",Wireless Gaming Mouse,0.04575786463298379,0.28872735938989513,0.04051477597712107,0.8854166666666667,3.0666185169899576,1.0,0.027303228550319386,6.207470318051828,0.7062231885761299,0.13781921361978108,0.8389037806444408,0.5128692908240473
"Extended Mousepad, Premium Standing Desk, Mechanical RGB Keyboard",Ergonomic Mesh Chair,0.05088179218303146,0.1578884652049571,0.045042897998093426,0.8852459016393444,5.606780080420662,1.0,0.037009249923437,7.338400517499665,0.8656924972681407,0.2751091703056769,0.8637305230730689,0.5852644602536344
"Dual Monitor Arm, Premium Standing Desk, Mechanical RGB Keyboard",Ergonomic Mesh Chair,0.05255004766444232,0.1578884652049571,0.046472831267874166,0.8843537414965987,5.601129508407137,1.0,0.03817578489568803,7.281787977345377,0.8670268858295522,0.28343023255813954,0.8626710907937536,0.589346682069054
"Premium Standing Desk, Mechanical RGB Keyboard, Wireless Gaming Mouse",Ergonomic Mesh Chair,0.04921353670162059,0.1578884652049571,0.043493803622497614,0.883777239709443,5.597478185389921,1.0,0.03572355384537091,7.245667997299008,0.8638618153474789,0.2658412235979606,0.8619865000200433,0.5796244689113252
"Extended Mousepad, Mechanical RGB Keyboard, Ergonomic Mesh Chair, Premium Standing Desk, Dual Monitor Arm",Wireless Gaming Mouse,0.04194470924690181,0.28872735938989513,0.03705910390848427,0.8835227272727273,3.0600589051889093,1.0,0.024948518767249392,6.1065358413355355,0.7026827278399003,0.12621753246753248,0.8362410332170761,0.5059380041646344
"Dual Monitor Arm, Extended Mousepad, Mechanical RGB Keyboard",Wireless Gaming Mouse,0.050762631077216396,0.28872735938989513,0.044804575786463297,0.8826291079812206,3.056963877085598,1.0,0.03014801535985518,6.060042897998092,0.7088617315078445,0.15204205418520014,0.8349846664731787,0.5189043187450469
"Dual Monitor Arm, Premium Standing Desk, Mechanical RGB Keyboard",Extended Mousepad,0.05255004766444232,0.1948284080076263,0.046234509056244044,0.8798185941043085,4.515864001054041,1.0,0.035996266929055866,6.699635322049757,0.8217409597703459,0.2298578199052133,0.8507381444018585,0.5585637313029188
"Dual Monitor Arm, Extended Mousepad, Premium Standing Desk, Mechanical RGB Keyboard",Wireless Gaming Mouse,0.046234509056244044,0.28872735938989513,0.04063393708293613,0.8788659793814433,3.0439303751420024,1.0,0.027284769370438597,5.871782650142992,0.7040277515201343,0.13805668016194333,0.8296939686662879,0.5098003029387612
"Dual Monitor Arm, Mechanical RGB Keyboard, Wireless Gaming Mouse",Extended Mousepad,0.05100095328884652,0.1948284080076263,0.044804575786463297,0.8785046728971962,4.5091200091457315,1.0,0.034868141250326015,6.627181564860305,0.8200506000406083,0.2228808535862478,0.8491062919865727,0.5542370459287205
"Extended Mousepad, Premium Standing Desk, Mechanical RGB Keyboard, Ergonomic Mesh Chair",Wireless Gaming Mouse,0.045042897998093426,0.28872735938989513,0.03956148713060057,0.8783068783068783,3.041993942530467,1.0,0.02655637013234266,5.84480561196999,0.7029302636049564,0.1344673957067639,0.8289079113337783,0.5076635505855481
"Dual Monitor Arm, Premium Standing Desk, Mechanical RGB Keyboard, Ergonomic Mesh Chair",Wireless Gaming Mouse,0.046472831267874166,0.28872735938989513,0.04075309818875119,0.8769230769230769,3.037201180989873,1.0,0.02733512033340573,5.779090204957102,0.7034403679781809,0.13840550384459732,0.8269623825663364,0.5090352074669037
"Dual Monitor Arm, Mechanical RGB Keyboard, Wireless Gaming Mouse",Ergonomic Mesh Chair,0.05100095328884652,0.1578884652049571,0.04468541468064824,0.8761682242990655,5.549285840239817,1.0,0.036632952441882555,6.800447865892048,0.8638540097103634,0.272133526850508,0.8529508615137622,0.5795935461117969
"Extended Mousepad, Premium Standing Desk, Ergonomic Mesh Chair",Wireless Gaming Mouse,0.04969018112488084,0.28872735938989513,0.043493803622497614,0.8752997601918464,3.031578864023927,1.0,0.029146888838705157,5.703859444892567,0.7051793704642074,0.14747474747474745,0.8246801118327987,0.5129697315197779
"Dual Monitor Arm, Extended Mousepad, Ergonomic Mesh Chair",Wireless Gaming Mouse,0.05052430886558627,0.28872735938989513,0.04420877025738799,0.875,3.030540652084193,1.0,0.029621019973627795,5.690181124880839,0.7056798623063684,0.14983844911147012,0.8242586697939354,0.5140579859678085
"Dual Monitor Arm, Mechanical RGB Keyboard, Ergonomic Mesh Chair",Wireless Gaming Mouse,0.05123927550047665,0.28872735938989513,0.04468541468064824,0.872093023255814,3.0204724107151426,1.0,0.02989123396834427,5.560858826588093,0.7050523319099055,0.15133171912832932,0.8201716621147245,0.513429920625018
PINK REGENCY TEACUP AND SAUCER,GREEN REGENCY TEACUP AND SAUCER,0.01751668255481411,0.023236415633937083,0.015252621544327931,0.8707482993197277,37.47343450200592,1.0,0.014845596627956535,7.55706562641111,0.9906676394784717,0.5981308411214952,0.8676735059035202,0.7635792778649921
"Dual Monitor Arm, Extended Mousepad, Premium Standing Desk",Wireless Gaming Mouse,0.05064346997140134,0.28872735938989513,0.04408960915157293,0.8705882352941177,3.015260615182928,1.0,0.029467453796388772,5.49619767744172,0.7040070697030657,0.14931396287328494,0.8180560346101919,0.5116457478575417
"Extended Mousepad, Mechanical RGB Keyboard, Ergonomic Mesh Chair",Wireless Gaming Mouse,0.049928503336510964,0.28872735938989513,0.04325548141086749,0.8663484486873508,3.000576220133821,1.0,0.02883975648422711,5.3218435074220345,0.7017689523077024,0.1464300121016539,0.8120951887056874,0.5080813642528789
"Premium Standing Desk, Ergonomic Mesh Chair",Dual Monitor Arm,0.11582459485224023,0.2165157292659676,0.10021448999046711,0.8652263374485597,3.9961361716391375,1.0,0.07513664336909909,5.8133336729273255,0.8479745906394327,0.4317248459958933,0.8279816614248384,0.6640385952515225
